video_id,clip_id,label,mode,kind
video_0013,0015,0.6,train,WPOS
video_0013,0016,-0.2,train,WNEG
video_0013,0017,1,test,SPOS
video_0013,0018,-1,valid,SNEG
video_0013,0019,-1,train,SNEG
video_0013,0020,-0.8,train,SNEG
video_0013,0021,-0.4,train,WNEG
video_0013,0022,1,train,SPOS
video_0013,0023,0.2,train,WPOS
video_0013,0024,1,train,SPOS
video_0013,0025,-1,train,SNEG
video_0013,0026,-1,test,SNEG
video_0013,0027,-1,valid,SNEG
video_0013,0028,-1,valid,SNEG
video_0013,0029,-0.8,train,SNEG
video_0013,0030,-0.6,train,WNEG
video_0013,0031,-1,valid,SNEG
video_0013,0032,-0.2,train,WNEG
video_0013,0033,-0.2,valid,WNEG
video_0013,0034,0,train,NEUT
video_0013,0035,0.2,test,WPOS
video_0014,0001,0.6,train,WPOS
video_0014,0002,-0.6,train,WNEG
video_0014,0003,-0.6,valid,WNEG
video_0014,0004,-0.6,train,WNEG
video_0014,0005,-1,train,SNEG
video_0014,0006,-1,valid,SNEG
video_0014,0007,-1,valid,SNEG
video_0014,0008,-0.2,valid,WNEG
video_0014,0009,-0.6,train,WNEG
video_0014,0010,0,valid,NEUT
video_0014,0011,-0.2,train,WNEG
video_0014,0012,-0.2,train,WNEG
video_0014,0013,0.8,valid,SPOS
video_0014,0014,0,train,NEUT
video_0014,0015,-1,test,SNEG
video_0014,0016,-0.4,train,WNEG
video_0014,0017,0.4,valid,WPOS
video_0014,0018,0,valid,NEUT
video_0014,0019,-0.2,train,WNEG
video_0014,0020,-0.6,train,WNEG
video_0014,0021,0,valid,NEUT
video_0014,0022,0,train,NEUT
video_0014,0023,1,test,SPOS
video_0014,0024,-0.2,valid,WNEG
video_0014,0025,-1,train,SNEG
video_0014,0026,-0.6,train,WNEG
video_0014,0027,0,valid,NEUT
video_0014,0028,-1,test,SNEG
video_0014,0029,-1,train,SNEG
video_0014,0030,-0.6,valid,WNEG
video_0014,0031,-1,valid,SNEG
video_0014,0032,-1,valid,SNEG
video_0014,0033,0.2,train,WPOS
video_0015,0001,0,test,NEUT
video_0015,0002,-0.6,train,WNEG
video_0015,0003,-1,test,SNEG
video_0015,0004,0,train,NEUT
video_0015,0005,-1,train,SNEG
video_0015,0006,-0.6,valid,WNEG
video_0015,0007,-1,valid,SNEG
video_0015,0008,-0.6,valid,WNEG
video_0015,0009,-0.6,train,WNEG
video_0015,0010,-1,train,SNEG
video_0015,0011,0.6,valid,WPOS
video_0015,0012,-1,test,SNEG
video_0015,0013,-1,train,SNEG
video_0015,0014,-1,train,SNEG
video_0015,0015,-1,train,SNEG
video_0015,0016,0,train,NEUT
video_0015,0017,1,train,SPOS
video_0015,0018,-0.2,valid,WNEG
video_0015,0019,1,train,SPOS
video_0015,0020,-1,valid,SNEG
video_0015,0021,-1,train,SNEG
video_0015,0022,0,train,NEUT
video_0015,0023,1,train,SPOS
video_0015,0024,-0.2,train,WNEG
video_0015,0025,-0.2,valid,WNEG
video_0015,0026,-1,train,SNEG
video_0015,0027,-1,train,SNEG
video_0015,0028,0,test,NEUT
video_0015,0029,-1,valid,SNEG
video_0015,0030,-0.4,valid,WNEG
video_0015,0031,1,train,SPOS
video_0015,0032,-0.4,train,WNEG
video_0015,0033,1,train,SPOS
video_0015,0034,-1,train,SNEG
video_0015,0035,-0.6,test,WNEG
video_0015,0036,-0.4,valid,WNEG
video_0015,0037,0,train,NEUT
video_0015,0038,-1,train,SNEG
video_0015,0039,1,train,SPOS
video_0015,0040,0,train,NEUT
video_0015,0041,0.2,valid,WPOS
video_0016,0001,1,train,SPOS
video_0016,0002,1,train,SPOS
video_0016,0003,1,train,SPOS
video_0016,0004,1,valid,SPOS
video_0016,0005,-0.2,test,WNEG
video_0016,0006,1,train,SPOS
video_0016,0007,0.8,test,SPOS
video_0016,0008,0,train,NEUT
video_0016,0009,-1,valid,SNEG
video_0016,0010,-1,train,SNEG
video_0016,0011,-1,train,SNEG
video_0016,0012,-1,valid,SNEG
video_0016,0013,-1,train,SNEG
video_0016,0014,-1,train,SNEG
video_0016,0015,-1,train,SNEG
video_0016,0016,-1,test,SNEG
video_0016,0017,-1,train,SNEG
video_0016,0018,-1,train,SNEG
video_0016,0019,1,train,SPOS
video_0016,0020,1,valid,SPOS
video_0016,0021,-1,train,SNEG
video_0016,0022,-1,test,SNEG
video_0016,0023,-1,test,SNEG
video_0016,0024,1,train,SPOS
video_0016,0025,0,train,NEUT
video_0016,0026,1,train,SPOS
video_0016,0027,0.4,train,WPOS
video_0016,0028,0,valid,NEUT
video_0016,0029,1,train,SPOS
video_0016,0030,0,train,NEUT
video_0016,0031,-0.4,valid,WNEG
video_0016,0032,-1,train,SNEG
video_0016,0033,1,test,SPOS
video_0016,0034,0.8,test,SPOS
video_0016,0035,-1,train,SNEG
video_0016,0036,-1,train,SNEG
video_0016,0037,-1,valid,SNEG
video_0016,0038,-1,test,SNEG
video_0016,0039,-1,train,SNEG
video_0016,0040,-0.6,test,WNEG
video_0016,0041,1,valid,SPOS
video_0016,0042,-1,train,SNEG
video_0016,0043,0.6,valid,WPOS
video_0016,0044,-1,train,SNEG
video_0016,0045,1,train,SPOS
video_0016,0046,0.8,train,SPOS
video_0016,0047,-0.6,train,WNEG
video_0017,0001,-0.2,train,WNEG
video_0017,0002,-0.6,train,WNEG
video_0017,0003,0,train,NEUT
video_0017,0004,0,train,NEUT
video_0017,0005,-0.6,train,WNEG
video_0017,0006,-1,train,SNEG
video_0017,0007,-0.2,train,WNEG
video_0017,0008,-0.2,train,WNEG
video_0017,0009,-0.8,train,SNEG
video_0017,0010,1,train,SPOS
video_0017,0011,-0.4,train,WNEG
video_0017,0012,-0.2,train,WNEG
video_0017,0013,-0.6,train,WNEG
video_0017,0014,-1,train,SNEG
video_0017,0015,-1,valid,SNEG
video_0017,0016,-1,train,SNEG
video_0017,0017,-0.6,train,WNEG
video_0017,0018,-0.4,train,WNEG
video_0017,0019,-0.6,train,WNEG
video_0018,0001,-1,train,SNEG
video_0018,0002,-0.4,train,WNEG
video_0018,0003,0,train,NEUT
video_0018,0004,-1,train,SNEG
video_0018,0005,-1,train,SNEG
video_0018,0006,-1,valid,SNEG
video_0018,0007,-0.6,train,WNEG
video_0018,0008,-1,test,SNEG
video_0018,0009,-0.4,train,WNEG
video_0018,0010,0,train,NEUT
video_0018,0011,-1,train,SNEG
video_0018,0012,-1,train,SNEG
video_0019,0001,0,test,NEUT
video_0019,0002,-0.4,test,WNEG
video_0019,0003,0,valid,NEUT
video_0019,0004,-1,train,SNEG
video_0019,0005,0.8,train,SPOS
video_0019,0006,-0.6,test,WNEG
video_0019,0007,-0.8,valid,SNEG
video_0019,0008,-1,train,SNEG
video_0019,0009,-1,train,SNEG
video_0019,0010,1,test,SPOS
video_0019,0011,-1,train,SNEG
video_0019,0012,1,train,SPOS
video_0019,0013,1,train,SPOS
video_0019,0014,-1,valid,SNEG
video_0019,0015,1,train,SPOS
video_0019,0016,0.4,valid,WPOS
video_0020,0001,-0.4,test,WNEG
video_0020,0002,0.6,train,WPOS
video_0020,0003,-0.4,train,WNEG
video_0020,0004,-1,train,SNEG
video_0020,0005,0.6,test,WPOS
video_0020,0006,0.4,train,WPOS
video_0020,0007,0,test,NEUT
video_0020,0008,0.6,valid,WPOS
video_0020,0009,-1,test,SNEG
video_0020,0010,-0.6,train,WNEG
video_0020,0011,0.2,train,WPOS
video_0020,0012,0.8,test,SPOS
video_0020,0013,1,test,SPOS
video_0021,0001,0,test,NEUT
video_0021,0002,0,train,NEUT
video_0021,0003,-0.4,test,WNEG
video_0021,0004,0.4,test,WPOS
video_0021,0005,-0.2,test,WNEG
video_0021,0006,-0.2,test,WNEG
video_0021,0007,-0.6,train,WNEG
video_0021,0008,0.4,valid,WPOS
video_0021,0009,-0.4,train,WNEG
video_0021,0010,-1,valid,SNEG
video_0021,0011,-0.4,test,WNEG
video_0022,0001,-0.4,valid,WNEG
video_0022,0002,-1,test,SNEG
video_0022,0003,-0.2,train,WNEG
video_0022,0004,0,train,NEUT
video_0022,0005,-0.2,train,WNEG
video_0022,0006,-1,train,SNEG
video_0022,0007,-1,test,SNEG
video_0022,0008,-1,train,SNEG
video_0022,0009,-0.4,train,WNEG
video_0022,0010,0.6,train,WPOS
video_0022,0011,0.6,train,WPOS
video_0022,0012,0.6,train,WPOS
video_0022,0013,-0.6,train,WNEG
video_0022,0014,-1,train,SNEG
video_0022,0015,-0.4,train,WNEG
video_0022,0016,-0.6,train,WNEG
video_0022,0017,0.6,train,WPOS
video_0022,0018,-0.4,train,WNEG
video_0022,0019,0.6,test,WPOS
video_0022,0020,0.2,train,WPOS
video_0022,0021,-1,train,SNEG
video_0022,0022,-1,train,SNEG
video_0023,0001,0.2,train,WPOS
video_0023,0002,-0.2,test,WNEG
video_0023,0003,1,train,SPOS
video_0023,0004,1,train,SPOS
video_0023,0005,1,train,SPOS
video_0023,0006,0.4,train,WPOS
video_0023,0007,1,test,SPOS
video_0023,0008,-0.6,valid,WNEG
video_0023,0009,1,test,SPOS
video_0023,0010,1,test,SPOS
video_0023,0011,-0.4,test,WNEG
video_0023,0012,1,train,SPOS
video_0023,0013,0,train,NEUT
video_0023,0014,-0.4,valid,WNEG
video_0023,0015,-0.4,test,WNEG
video_0023,0016,-1,train,SNEG
video_0023,0017,0.2,train,WPOS
video_0023,0018,0,train,NEUT
video_0023,0019,1,train,SPOS
video_0023,0020,-0.4,valid,WNEG
video_0023,0021,-1,train,SNEG
video_0023,0022,-1,valid,SNEG
video_0023,0023,-0.4,train,WNEG
video_0023,0024,0,test,NEUT
video_0023,0025,0.4,train,WPOS
video_0023,0026,-0.4,valid,WNEG
video_0023,0027,-1,train,SNEG
video_0023,0028,-0.6,train,WNEG
video_0023,0029,-0.4,valid,WNEG
video_0023,0030,-1,test,SNEG
video_0023,0031,-1,test,SNEG
video_0023,0032,-1,valid,SNEG
video_0023,0033,-1,train,SNEG
video_0023,0034,0.2,train,WPOS
video_0023,0035,1,test,SPOS
video_0023,0036,1,train,SPOS
video_0023,0037,1,train,SPOS
video_0023,0038,1,train,SPOS
video_0023,0039,1,train,SPOS
video_0023,0040,1,valid,SPOS
video_0023,0041,1,valid,SPOS
video_0023,0042,-0.8,valid,SNEG
video_0023,0043,1,test,SPOS
video_0023,0044,-0.2,valid,WNEG
video_0023,0045,1,train,SPOS
video_0023,0046,1,train,SPOS
video_0023,0047,-0.6,train,WNEG
video_0023,0048,1,valid,SPOS
video_0023,0049,0.6,train,WPOS
video_0023,0050,-1,valid,SNEG
video_0023,0051,-1,test,SNEG
video_0023,0052,-1,test,SNEG
video_0023,0053,-0.6,train,WNEG
video_0023,0054,0,train,NEUT
video_0023,0055,0.2,train,WPOS
video_0023,0056,-0.4,train,WNEG
video_0023,0057,1,train,SPOS
video_0023,0058,-0.2,valid,WNEG
video_0023,0059,1,train,SPOS
video_0023,0060,1,test,SPOS
video_0023,0061,0,train,NEUT
video_0023,0062,0.6,train,WPOS
video_0023,0063,-0.4,train,WNEG
video_0023,0064,-1,train,SNEG
video_0024,0001,0.6,valid,WPOS
video_0024,0002,0.6,test,WPOS
video_0024,0003,1,train,SPOS
video_0024,0004,1,train,SPOS
video_0024,0005,1,valid,SPOS
video_0024,0006,-1,valid,SNEG
video_0024,0007,1,valid,SPOS
video_0024,0008,0,train,NEUT
video_0024,0009,0.6,valid,WPOS
video_0024,0010,-0.6,test,WNEG
video_0024,0011,0,train,NEUT
video_0024,0012,0,train,NEUT
video_0024,0013,-0.2,valid,WNEG
video_0024,0014,-1,train,SNEG
video_0024,0015,-1,valid,SNEG
video_0024,0016,0,train,NEUT
video_0024,0017,-0.2,train,WNEG
video_0024,0018,1,train,SPOS
video_0024,0019,-1,train,SNEG
video_0024,0020,-1,valid,SNEG
video_0024,0021,-1,train,SNEG
video_0024,0022,-1,test,SNEG
video_0024,0023,0,train,NEUT
video_0024,0024,0,test,NEUT
video_0024,0025,0.2,test,WPOS
video_0024,0026,0,valid,NEUT
video_0024,0027,-0.4,test,WNEG
video_0024,0028,-0.4,train,WNEG
video_0024,0029,-0.2,test,WNEG
video_0024,0030,0,train,NEUT
video_0024,0031,0.4,test,WPOS
video_0024,0032,0,train,NEUT
video_0024,0033,-1,train,SNEG
video_0024,0034,0,train,NEUT
video_0024,0035,-1,test,SNEG
video_0024,0036,-0.2,train,WNEG
video_0024,0037,-1,test,SNEG
video_0024,0038,-0.6,train,WNEG
video_0024,0039,-1,train,SNEG
video_0024,0040,-1,valid,SNEG
video_0024,0041,1,train,SPOS
video_0024,0042,-1,train,SNEG
video_0024,0043,-1,train,SNEG
video_0024,0044,1,train,SPOS
video_0024,0045,-0.4,valid,WNEG
video_0024,0046,-0.8,train,SNEG
video_0024,0047,1,train,SPOS
video_0024,0048,0.6,test,WPOS
video_0024,0049,0.2,train,WPOS
video_0024,0050,-1,valid,SNEG
video_0024,0051,-0.6,valid,WNEG
video_0024,0052,-0.6,test,WNEG
video_0024,0053,-1,train,SNEG
video_0024,0054,-0.6,test,WNEG
video_0024,0055,-1,train,SNEG
video_0024,0056,-0.4,valid,WNEG
video_0024,0057,-0.2,train,WNEG
video_0024,0058,-0.2,valid,WNEG
video_0024,0059,0,train,NEUT
video_0024,0060,0,train,NEUT
video_0024,0061,-0.2,train,WNEG
video_0024,0062,0.6,test,WPOS
video_0024,0063,1,train,SPOS
video_0024,0064,0.6,valid,WPOS
video_0024,0065,-0.2,train,WNEG
video_0024,0066,-1,train,SNEG
video_0024,0067,-1,train,SNEG
video_0024,0068,0.4,valid,WPOS
video_0024,0069,0.6,valid,WPOS
video_0024,0070,0.6,train,WPOS
video_0024,0071,-1,train,SNEG
video_0024,0072,-0.4,valid,WNEG
video_0024,0073,-1,train,SNEG
video_0024,0074,-1,train,SNEG
video_0024,0075,-1,test,SNEG
video_0024,0076,-1,train,SNEG
video_0024,0077,-1,train,SNEG
video_0024,0078,-1,train,SNEG
video_0024,0079,-0.6,test,WNEG
video_0024,0080,1,valid,SPOS
video_0024,0081,0.6,train,WPOS
video_0024,0082,1,test,SPOS
video_0024,0083,-1,train,SNEG
video_0024,0084,-0.4,train,WNEG
video_0024,0085,-0.6,valid,WNEG
video_0024,0086,-1,valid,SNEG
video_0024,0087,-1,train,SNEG
video_0024,0088,-1,train,SNEG
video_0024,0089,-1,train,SNEG
video_0024,0090,0.2,valid,WPOS
video_0024,0091,-0.6,test,WNEG
video_0024,0092,-1,train,SNEG
video_0024,0093,-1,train,SNEG
video_0024,0094,-1,test,SNEG
video_0024,0095,-0.6,train,WNEG
video_0024,0096,-0.6,train,WNEG
video_0024,0097,-1,train,SNEG
video_0024,0098,-0.4,train,WNEG
video_0024,0099,0.2,train,WPOS
video_0024,0100,1,test,SPOS
video_0024,0101,-1,test,SNEG
video_0024,0102,-0.4,train,WNEG
video_0024,0103,-1,valid,SNEG
video_0024,0104,0,train,NEUT
video_0024,0105,1,train,SPOS
video_0024,0106,0.2,valid,WPOS
video_0024,0107,0,valid,NEUT
video_0024,0108,0,valid,NEUT
video_0024,0109,0,train,NEUT
video_0024,0110,0,test,NEUT
video_0024,0111,0,train,NEUT
video_0024,0112,-0.2,train,WNEG
video_0024,0113,-0.6,test,WNEG
video_0024,0114,0.6,train,WPOS
video_0024,0115,-0.6,valid,WNEG
video_0024,0116,-1,train,SNEG
video_0025,0001,0,train,NEUT
video_0025,0002,0.6,train,WPOS
video_0025,0003,0.6,test,WPOS
video_0025,0004,-1,train,SNEG
video_0025,0005,-1,train,SNEG
video_0025,0006,-1,train,SNEG
video_0025,0007,-1,train,SNEG
video_0025,0008,-0.4,valid,WNEG
video_0025,0009,-0.6,valid,WNEG
video_0025,0010,-1,train,SNEG
video_0025,0011,-0.2,train,WNEG
video_0025,0012,0.6,test,WPOS
video_0025,0013,-1,test,SNEG
video_0025,0014,-1,test,SNEG
