video_id,clip_id,label,mode,kind
video_0009,1,1,train,SPOS
video_0009,2,-0.4,train,WNEG
video_0009,3,1,train,SPOS
video_0009,4,-0.8,train,SNEG
video_0009,5,-0.2,train,WNEG
video_0009,6,1,train,SPOS
video_0009,7,-1,train,SNEG
video_0009,8,-0.4,train,WNEG
video_0009,9,-0.6,train,WNEG
video_0009,10,0,train,NEUT
video_0009,11,0,train,NEUT
video_0009,12,-0.6,train,WNEG
video_0009,13,0,train,NEUT
video_0009,14,-0.6,train,WNEG
video_0009,15,0.2,train,WPOS
video_0009,16,0,train,NEUT
video_0009,17,1,train,SPOS
video_0009,18,1,train,SPOS
video_0009,19,-1,train,SNEG
video_0009,20,1,train,SPOS
video_0009,21,0.4,train,WPOS
video_0009,22,0.8,train,SPOS
video_0009,23,-1,train,SNEG
video_0009,24,-1,train,SNEG
video_0009,25,-0.8,train,SNEG
video_0009,26,-1,train,SNEG
video_0009,27,0,train,NEUT
video_0009,28,-1,train,SNEG
video_0009,29,-1,train,SNEG
video_0009,30,0.2,train,WPOS
video_0009,31,-1,train,SNEG
video_0009,32,-1,train,SNEG
video_0009,33,0.8,train,SPOS
video_0009,34,-1,train,SNEG
video_0009,35,-1,train,SNEG
video_0009,36,-0.4,train,WNEG
video_0009,37,-0.8,train,SNEG
video_0009,38,0.8,train,SPOS
video_0009,39,-1,train,SNEG
video_0009,40,-1,train,SNEG
video_0009,41,-0.2,train,WNEG
video_0009,42,-0.2,train,WNEG
video_0010,1,-0.8,train,SNEG
video_0010,2,-0.8,train,SNEG
video_0010,3,-0.2,train,WNEG
video_0010,4,-1,train,SNEG
video_0010,5,1,train,SPOS
video_0010,6,-0.4,train,WNEG
video_0010,7,-1,train,SNEG
video_0010,8,0.6,train,WPOS
video_0010,9,0.2,train,WPOS
video_0010,10,0,train,NEUT
video_0010,11,0,train,NEUT
video_0010,12,-0.8,train,SNEG
video_0010,13,1,train,SPOS
video_0010,14,0.4,train,WPOS
video_0010,15,-1,train,SNEG
video_0010,16,0.4,train,WPOS
video_0010,17,0.8,train,SPOS
video_0010,18,-1,train,SNEG
video_0010,19,-1,train,SNEG
video_0010,20,-1,train,SNEG
video_0010,21,-1,train,SNEG
video_0010,22,0.8,train,SPOS
video_0010,23,0,train,NEUT
video_0010,24,0.6,train,WPOS
video_0010,25,-1,train,SNEG
video_0010,26,-1,train,SNEG
video_0010,27,0.8,train,SPOS
video_0010,28,-1,train,SNEG
video_0010,29,0.6,train,WPOS
video_0010,30,-1,train,SNEG
video_0010,31,-1,train,SNEG
video_0010,32,0.4,train,WPOS
video_0010,33,0,train,NEUT
video_0010,34,-1,train,SNEG
video_0010,35,-1,train,SNEG
video_0010,36,1,train,SPOS
video_0010,37,1,train,SPOS
video_0010,38,-0.8,train,SNEG
video_0011,1,0.6,train,WPOS
video_0011,2,1,train,SPOS
video_0011,3,0.2,train,WPOS
video_0011,4,-0.8,train,SNEG
video_0011,5,1,train,SPOS
video_0011,6,-1,train,SNEG
video_0011,7,0.8,train,SPOS
video_0011,8,0.8,train,SPOS
video_0011,9,1,train,SPOS
video_0011,10,-0.6,train,WNEG
video_0011,11,-0.8,train,SNEG
video_0011,12,1,train,SPOS
video_0011,13,-1,train,SNEG
video_0011,14,0,train,NEUT
video_0011,15,-1,train,SNEG
video_0011,16,0.8,train,SPOS
video_0011,17,-1,train,SNEG
video_0011,18,-1,train,SNEG
video_0011,19,0.4,train,WPOS
video_0011,20,-0.4,train,WNEG
video_0011,21,1,train,SPOS
video_0011,22,-1,train,SNEG
video_0011,23,1,train,SPOS
video_0011,24,-1,train,SNEG
video_0011,25,-1,train,SNEG
video_0011,26,-0.2,train,WNEG
video_0011,27,-0.8,train,SNEG
video_0011,28,0.2,train,WPOS
video_0011,29,1,train,SPOS
video_0011,30,0,train,NEUT
video_0011,31,1,train,SPOS
video_0011,32,-1,train,SNEG
video_0011,33,0,train,NEUT
video_0011,34,1,train,SPOS
video_0011,35,-0.2,train,WNEG
video_0012,1,1,train,SPOS
video_0012,2,0,train,NEUT
video_0012,3,0.6,train,WPOS
video_0012,4,-0.6,train,WNEG
video_0012,5,-1,train,SNEG
video_0012,6,-1,train,SNEG
video_0012,7,-1,train,SNEG
video_0012,8,-1,train,SNEG
video_0012,9,-0.6,train,WNEG
video_0012,10,-1,train,SNEG
video_0012,11,-1,train,SNEG
video_0012,12,-1,train,SNEG
video_0012,13,0.6,train,WPOS
video_0012,14,-0.2,train,WNEG
video_0012,15,-1,train,SNEG
video_0012,16,1,train,SPOS
video_0012,17,-1,train,SNEG
video_0012,18,-1,train,SNEG
video_0012,19,0.4,train,WPOS
video_0012,20,0,train,NEUT
video_0012,21,-1,train,SNEG
video_0012,22,-1,train,SNEG
video_0012,23,-1,train,SNEG
video_0012,24,1,train,SPOS
video_0012,25,-0.6,train,WNEG
video_0012,26,-1,train,SNEG
video_0012,27,1,train,SPOS
video_0012,28,-0.2,train,WNEG
video_0012,29,0.4,train,WPOS
video_0012,30,-1,train,SNEG
video_0012,31,0.4,train,WPOS
video_0012,32,0.2,train,WPOS
video_0012,33,-0.2,train,WNEG
video_0012,34,0.2,train,WPOS
video_0012,35,-0.2,train,WNEG
video_0012,36,-0.8,train,SNEG
video_0012,37,-1,train,SNEG
video_0012,38,0,train,NEUT
video_0012,39,1,train,SPOS
video_0012,40,-1,train,SNEG
video_0012,41,-1,train,SNEG
video_0012,42,0.8,train,SPOS
video_0012,43,-0.8,train,SNEG
video_0012,44,-1,train,SNEG
video_0012,45,0.2,train,WPOS
video_0012,46,-0.8,train,SNEG
video_0012,47,-0.6,train,WNEG
video_0013,1,0,train,NEUT
video_0013,2,0.2,train,WPOS
video_0013,3,-0.2,train,WNEG
video_0013,4,1,train,SPOS
video_0013,5,0.2,train,WPOS
video_0013,6,-1,train,SNEG
video_0013,7,-1,train,SNEG
video_0013,8,-1,train,SNEG
video_0013,9,-1,train,SNEG
video_0013,10,-1,train,SNEG
video_0013,11,-1,train,SNEG
video_0013,12,1,train,SPOS
video_0013,13,-0.4,train,WNEG
video_0013,14,1,train,SPOS
video_0013,15,0.6,train,WPOS
video_0013,16,-0.2,train,WNEG
video_0013,17,1,train,SPOS
video_0013,18,-1,train,SNEG
video_0013,19,-1,train,SNEG
video_0013,20,-0.8,train,SNEG
video_0013,21,-0.4,train,WNEG
video_0013,22,1,train,SPOS
video_0013,23,0.2,train,WPOS
video_0013,24,1,train,SPOS
video_0013,25,-1,train,SNEG
video_0013,26,-1,train,SNEG
video_0013,27,-1,train,SNEG
video_0013,28,-1,train,SNEG
video_0013,29,-0.8,train,SNEG
video_0013,30,-0.6,train,WNEG
video_0013,31,-1,train,SNEG
video_0013,32,-0.2,train,WNEG
video_0013,33,-0.2,train,WNEG
video_0013,34,0,train,NEUT
video_0013,35,0.2,train,WPOS
video_0014,1,0.6,train,WPOS
video_0014,2,-0.6,train,WNEG
video_0014,3,-0.6,train,WNEG
video_0014,4,-0.6,train,WNEG
video_0014,5,-1,train,SNEG
video_0014,6,-1,train,SNEG
video_0014,7,-1,train,SNEG
video_0014,8,-0.2,train,WNEG
video_0014,9,-0.6,train,WNEG
video_0014,10,0,train,NEUT
video_0014,11,-0.2,train,WNEG
video_0014,12,-0.2,train,WNEG
video_0014,13,0.8,train,SPOS
video_0014,14,0,train,NEUT
video_0014,15,-1,train,SNEG
video_0014,16,-0.4,train,WNEG
video_0014,17,0.4,train,WPOS
video_0014,18,0,train,NEUT
video_0014,19,-0.2,train,WNEG
video_0014,20,-0.6,train,WNEG
video_0014,21,0,train,NEUT
video_0014,22,0,train,NEUT
video_0014,23,1,train,SPOS
video_0014,24,-0.2,train,WNEG
video_0014,25,-1,train,SNEG
video_0014,26,-0.6,train,WNEG
video_0014,27,0,train,NEUT
video_0014,28,-1,train,SNEG
video_0014,29,-1,train,SNEG
video_0014,30,-0.6,train,WNEG
video_0014,31,-1,train,SNEG
video_0014,32,-1,train,SNEG
video_0014,33,0.2,train,WPOS
video_0015,1,0,train,NEUT
video_0015,2,-0.6,train,WNEG
video_0015,3,-1,train,SNEG
video_0015,4,0,train,NEUT
video_0015,5,-1,train,SNEG
video_0015,6,-0.6,train,WNEG
video_0015,7,-1,train,SNEG
video_0015,8,-0.6,train,WNEG
video_0015,9,-0.6,train,WNEG
video_0015,10,-1,train,SNEG
video_0015,11,0.6,train,WPOS
video_0015,12,-1,train,SNEG
video_0015,13,-1,train,SNEG
video_0015,14,-1,train,SNEG
video_0015,15,-1,train,SNEG
video_0015,16,0,train,NEUT
video_0015,17,1,train,SPOS
video_0015,18,-0.2,train,WNEG
video_0015,19,1,train,SPOS
video_0015,20,-1,train,SNEG
video_0015,21,-1,train,SNEG
video_0015,22,0,train,NEUT
video_0015,23,1,train,SPOS
video_0015,24,-0.2,train,WNEG
video_0015,25,-0.2,train,WNEG
video_0015,26,-1,train,SNEG
video_0015,27,-1,train,SNEG
video_0015,28,0,train,NEUT
video_0015,29,-1,train,SNEG
video_0015,30,-0.4,train,WNEG
video_0015,31,1,train,SPOS
video_0015,32,-0.4,train,WNEG
video_0015,33,1,train,SPOS
video_0015,34,-1,train,SNEG
video_0015,35,-0.6,train,WNEG
video_0015,36,-0.4,train,WNEG
video_0015,37,0,train,NEUT
video_0015,38,-1,train,SNEG
video_0015,39,1,train,SPOS
video_0015,40,0,train,NEUT
video_0015,41,0.2,train,WPOS
video_0016,1,1,train,SPOS
video_0016,2,1,train,SPOS
video_0016,3,1,train,SPOS
video_0016,4,1,train,SPOS
video_0016,5,-0.2,train,WNEG
video_0016,6,1,train,SPOS
video_0016,7,0.8,train,SPOS
video_0016,8,0,train,NEUT
video_0016,9,-1,train,SNEG
video_0016,10,-1,train,SNEG
video_0016,11,-1,train,SNEG
video_0016,12,-1,train,SNEG
video_0016,13,-1,train,SNEG
video_0016,14,-1,train,SNEG
video_0016,15,-1,train,SNEG
video_0016,16,-1,train,SNEG
video_0016,17,-1,train,SNEG
video_0016,18,-1,train,SNEG
video_0016,19,1,train,SPOS
video_0016,20,1,train,SPOS
video_0016,21,-1,train,SNEG
video_0016,22,-1,train,SNEG
video_0016,23,-1,train,SNEG
video_0016,24,1,train,SPOS
video_0016,25,0,train,NEUT
video_0016,26,1,train,SPOS
video_0016,27,0.4,train,WPOS
video_0016,28,0,train,NEUT
video_0016,29,1,train,SPOS
video_0016,30,0,train,NEUT
video_0016,31,-0.4,train,WNEG
video_0016,32,-1,train,SNEG
video_0016,33,1,train,SPOS
video_0016,34,0.8,train,SPOS
video_0016,35,-1,train,SNEG
video_0016,36,-1,train,SNEG
video_0016,37,-1,train,SNEG
video_0016,38,-1,train,SNEG
video_0016,39,-1,train,SNEG
video_0016,40,-0.6,train,WNEG
video_0016,41,1,train,SPOS
video_0016,42,-1,train,SNEG
video_0016,43,0.6,train,WPOS
video_0016,44,-1,train,SNEG
video_0016,45,1,train,SPOS
video_0016,46,0.8,train,SPOS
video_0016,47,-0.6,train,WNEG
video_0017,1,-0.2,train,WNEG
video_0017,2,-0.6,train,WNEG
video_0017,3,0,train,NEUT
video_0017,4,0,train,NEUT
video_0017,5,-0.6,train,WNEG
video_0017,6,-1,train,SNEG
video_0017,7,-0.2,train,WNEG
video_0017,8,-0.2,train,WNEG
video_0017,9,-0.8,train,SNEG
video_0017,10,1,train,SPOS
video_0017,11,-0.4,train,WNEG
video_0017,12,-0.2,train,WNEG
video_0017,13,-0.6,train,WNEG
video_0017,14,-1,train,SNEG
video_0017,15,-1,train,SNEG
video_0017,16,-1,train,SNEG
video_0017,17,-0.6,train,WNEG
video_0017,18,-0.4,train,WNEG
video_0017,19,-0.6,train,WNEG
video_0018,1,-1,train,SNEG
video_0018,2,-0.4,train,WNEG
video_0018,3,0,train,NEUT
video_0018,4,-1,train,SNEG
video_0018,5,-1,train,SNEG
video_0018,6,-1,train,SNEG
video_0018,7,-0.6,train,WNEG
video_0018,8,-1,train,SNEG
video_0018,9,-0.4,train,WNEG
video_0018,10,0,train,NEUT
video_0018,11,-1,train,SNEG
video_0018,12,-1,train,SNEG
video_0019,1,0,train,NEUT
video_0019,2,-0.4,train,WNEG
video_0019,3,0,train,NEUT
video_0019,4,-1,train,SNEG
video_0019,5,0.8,train,SPOS
video_0019,6,-0.6,train,WNEG
video_0019,7,-0.8,train,SNEG
video_0019,8,-1,train,SNEG
video_0019,9,-1,train,SNEG
video_0019,10,1,train,SPOS
video_0019,11,-1,train,SNEG
video_0019,12,1,train,SPOS
video_0019,13,1,train,SPOS
video_0019,14,-1,train,SNEG
video_0019,15,1,train,SPOS
video_0019,16,0.4,train,WPOS
video_0020,1,-0.4,train,WNEG
video_0020,2,0.6,train,WPOS
video_0020,3,-0.4,train,WNEG
video_0020,4,-1,train,SNEG
video_0020,5,0.6,train,WPOS
video_0020,6,0.4,train,WPOS
video_0020,7,0,train,NEUT
video_0020,8,0.6,train,WPOS
video_0020,9,-1,train,SNEG
video_0020,10,-0.6,train,WNEG
video_0020,11,0.2,train,WPOS
video_0020,12,0.8,train,SPOS
video_0020,13,1,train,SPOS
video_0021,1,0,train,NEUT
video_0021,2,0,train,NEUT
video_0021,3,-0.4,train,WNEG
video_0021,4,0.4,train,WPOS
video_0021,5,-0.2,train,WNEG
video_0021,6,-0.2,train,WNEG
video_0021,7,-0.6,train,WNEG
video_0021,8,0.4,train,WPOS
video_0021,9,-0.4,train,WNEG
video_0021,10,-1,train,SNEG
video_0021,11,-0.4,train,WNEG
video_0022,1,-0.4,train,WNEG
video_0022,2,-1,train,SNEG
video_0022,3,-0.2,train,WNEG
video_0022,4,0,train,NEUT
video_0022,5,-0.2,train,WNEG
video_0022,6,-1,train,SNEG
video_0022,7,-1,train,SNEG
video_0022,8,-1,train,SNEG
video_0022,9,-0.4,train,WNEG
video_0022,10,0.6,train,WPOS
video_0022,11,0.6,train,WPOS
video_0022,12,0.6,train,WPOS
video_0022,13,-0.6,train,WNEG
video_0022,14,-1,train,SNEG
video_0022,15,-0.4,train,WNEG
video_0022,16,-0.6,train,WNEG
video_0022,17,0.6,train,WPOS
video_0022,18,-0.4,train,WNEG
video_0022,19,0.6,train,WPOS
video_0022,20,0.2,train,WPOS
video_0022,21,-1,train,SNEG
video_0022,22,-1,train,SNEG
video_0023,1,0.2,train,WPOS
video_0023,2,-0.2,train,WNEG
video_0023,3,1,train,SPOS
video_0023,4,1,train,SPOS
video_0023,5,1,train,SPOS
video_0023,6,0.4,train,WPOS
video_0023,7,1,train,SPOS
video_0023,8,-0.6,train,WNEG
video_0023,9,1,train,SPOS
video_0023,10,1,train,SPOS
video_0023,11,-0.4,train,WNEG
video_0023,12,1,train,SPOS
video_0023,13,0,train,NEUT
video_0023,14,-0.4,train,WNEG
video_0023,15,-0.4,train,WNEG
video_0023,16,-1,train,SNEG
video_0023,17,0.2,train,WPOS
video_0023,18,0,train,NEUT
video_0023,19,1,train,SPOS
video_0023,20,-0.4,train,WNEG
video_0023,21,-1,train,SNEG
video_0023,22,-1,train,SNEG
video_0023,23,-0.4,train,WNEG
video_0023,24,0,train,NEUT
video_0023,25,0.4,train,WPOS
video_0023,26,-0.4,train,WNEG
video_0023,27,-1,train,SNEG
video_0023,28,-0.6,train,WNEG
video_0023,29,-0.4,train,WNEG
video_0023,30,-1,train,SNEG
video_0023,31,-1,train,SNEG
video_0023,32,-1,train,SNEG
video_0023,33,-1,train,SNEG
video_0023,34,0.2,train,WPOS
video_0023,35,1,train,SPOS
video_0023,36,1,train,SPOS
video_0023,37,1,train,SPOS
video_0023,38,1,train,SPOS
video_0023,39,1,train,SPOS
video_0023,40,1,train,SPOS
video_0023,41,1,train,SPOS
video_0023,42,-0.8,train,SNEG
video_0023,43,1,train,SPOS
video_0023,44,-0.2,train,WNEG
video_0023,45,1,train,SPOS
video_0023,46,1,train,SPOS
video_0023,47,-0.6,train,WNEG
video_0023,48,1,train,SPOS
video_0023,49,0.6,train,WPOS
video_0023,50,-1,train,SNEG
video_0023,51,-1,train,SNEG
video_0023,52,-1,train,SNEG
video_0023,53,-0.6,train,WNEG
video_0023,54,0,train,NEUT
video_0023,55,0.2,train,WPOS
video_0023,56,-0.4,train,WNEG
video_0023,57,1,train,SPOS
video_0023,58,-0.2,train,WNEG
video_0023,59,1,train,SPOS
video_0023,60,1,train,SPOS
video_0023,61,0,train,NEUT
video_0023,62,0.6,train,WPOS
video_0023,63,-0.4,train,WNEG
video_0023,64,-1,train,SNEG
video_0024,1,0.6,train,WPOS
video_0024,2,0.6,train,WPOS
video_0024,3,1,train,SPOS
video_0024,4,1,train,SPOS
video_0024,5,1,train,SPOS
video_0024,6,-1,train,SNEG
video_0024,7,1,train,SPOS
video_0024,8,0,train,NEUT
video_0024,9,0.6,train,WPOS
video_0024,10,-0.6,train,WNEG
video_0024,11,0,train,NEUT
video_0024,12,0,train,NEUT
video_0024,13,-0.2,train,WNEG
video_0024,14,-1,train,SNEG
video_0024,15,-1,train,SNEG
video_0024,16,0,train,NEUT
video_0024,17,-0.2,train,WNEG
video_0024,18,1,train,SPOS
video_0024,19,-1,train,SNEG
video_0024,20,-1,train,SNEG
video_0024,21,-1,train,SNEG
video_0024,22,-1,train,SNEG
video_0024,23,0,train,NEUT
video_0024,24,0,train,NEUT
video_0024,25,0.2,train,WPOS
video_0024,26,0,train,NEUT
video_0024,27,-0.4,train,WNEG
video_0024,28,-0.4,train,WNEG
video_0024,29,-0.2,train,WNEG
video_0024,30,0,train,NEUT
video_0024,31,0.4,train,WPOS
video_0024,32,0,train,NEUT
video_0024,33,-1,train,SNEG
video_0024,34,0,train,NEUT
video_0024,35,-1,train,SNEG
video_0024,36,-0.2,train,WNEG
video_0024,37,-1,train,SNEG
video_0024,38,-0.6,train,WNEG
video_0024,39,-1,train,SNEG
video_0024,40,-1,train,SNEG
video_0024,41,1,train,SPOS
video_0024,42,-1,train,SNEG
video_0024,43,-1,train,SNEG
video_0024,44,1,train,SPOS
video_0024,45,-0.4,train,WNEG
video_0024,46,-0.8,train,SNEG
video_0024,47,1,train,SPOS
video_0024,48,0.6,train,WPOS
video_0024,49,0.2,train,WPOS
video_0024,50,-1,train,SNEG
video_0024,51,-0.6,train,WNEG
video_0024,52,-0.6,train,WNEG
video_0024,53,-1,train,SNEG
video_0024,54,-0.6,train,WNEG
video_0024,55,-1,train,SNEG
video_0024,56,-0.4,train,WNEG
video_0024,57,-0.2,train,WNEG
video_0024,58,-0.2,train,WNEG
video_0024,59,0,train,NEUT
video_0024,60,0,train,NEUT
video_0024,61,-0.2,train,WNEG
video_0024,62,0.6,train,WPOS
video_0024,63,1,train,SPOS
video_0024,64,0.6,train,WPOS
video_0024,65,-0.2,train,WNEG
video_0024,66,-1,train,SNEG
video_0024,67,-1,train,SNEG
video_0024,68,0.4,train,WPOS
video_0024,69,0.6,train,WPOS
video_0024,70,0.6,train,WPOS
video_0024,71,-1,train,SNEG
video_0024,72,-0.4,train,WNEG
video_0024,73,-1,train,SNEG
video_0024,74,-1,train,SNEG
video_0024,75,-1,train,SNEG
video_0024,76,-1,train,SNEG
video_0024,77,-1,train,SNEG
video_0024,78,-1,train,SNEG
video_0024,79,-0.6,train,WNEG
video_0024,80,1,train,SPOS
video_0024,81,0.6,train,WPOS
video_0024,82,1,train,SPOS
video_0024,83,-1,train,SNEG
video_0024,84,-0.4,train,WNEG
video_0024,85,-0.6,train,WNEG
video_0024,86,-1,train,SNEG
video_0024,87,-1,train,SNEG
video_0024,88,-1,train,SNEG
video_0024,89,-1,train,SNEG
video_0024,90,0.2,train,WPOS
video_0024,91,-0.6,train,WNEG
video_0024,92,-1,train,SNEG
video_0024,93,-1,train,SNEG
video_0024,94,-1,train,SNEG
video_0024,95,-0.6,train,WNEG
video_0024,96,-0.6,train,WNEG
video_0024,97,-1,train,SNEG
video_0024,98,-0.4,train,WNEG
video_0024,99,0.2,train,WPOS
video_0024,100,1,train,SPOS
video_0024,101,-1,train,SNEG
video_0024,102,-0.4,train,WNEG
video_0024,103,-1,train,SNEG
video_0024,104,0,train,NEUT
video_0024,105,1,train,SPOS
video_0024,106,0.2,train,WPOS
video_0024,107,0,train,NEUT
video_0024,108,0,train,NEUT
video_0024,109,0,train,NEUT
video_0024,110,0,train,NEUT
video_0024,111,0,train,NEUT
video_0024,112,-0.2,train,WNEG
video_0024,113,-0.6,train,WNEG
video_0024,114,0.6,train,WPOS
video_0024,115,-0.6,train,WNEG
video_0024,116,-1,train,SNEG
video_0025,1,0,train,NEUT
video_0025,2,0.6,train,WPOS
video_0025,3,0.6,train,WPOS
video_0025,4,-1,train,SNEG
video_0025,5,-1,train,SNEG
video_0025,6,-1,train,SNEG
video_0025,7,-1,train,SNEG
video_0025,8,-0.4,train,WNEG
video_0025,9,-0.6,train,WNEG
video_0025,10,-1,train,SNEG
video_0025,11,-0.2,train,WNEG
video_0025,12,0.6,train,WPOS
video_0025,13,-1,train,SNEG
video_0025,14,-1,train,SNEG
video_0025,15,-1,train,SNEG
video_0025,16,0.6,train,WPOS
video_0025,17,-1,train,SNEG
video_0025,18,0.2,train,WPOS
video_0025,19,-0.2,train,WNEG
video_0025,20,1,train,SPOS
video_0025,21,0,train,NEUT
video_0025,22,0.2,train,WPOS
video_0025,23,0,train,NEUT
video_0025,24,-0.2,train,WNEG
video_0025,25,0.6,train,WPOS
video_0025,26,-1,train,SNEG
video_0025,27,-1,train,SNEG
video_0025,28,0,train,NEUT
video_0025,29,-1,train,SNEG
video_0025,30,-1,train,SNEG
video_0025,31,1,train,SPOS
video_0025,32,1,train,SPOS
video_0025,33,1,train,SPOS
video_0025,34,-0.4,train,WNEG
video_0025,35,-1,train,SNEG
video_0025,36,-0.6,train,WNEG
video_0025,37,-1,train,SNEG
video_0025,38,0,train,NEUT
video_0025,39,-0.2,train,WNEG
video_0025,40,1,train,SPOS
video_0025,41,1,train,SPOS
video_0025,42,-0.2,train,WNEG
video_0025,43,-0.6,train,WNEG
video_0025,44,-1,train,SNEG
video_0025,45,-0.4,train,WNEG
video_0025,46,-0.4,train,WNEG
video_0025,47,-0.2,train,WNEG
video_0025,48,-0.6,train,WNEG
video_0025,49,-1,train,SNEG
video_0025,50,-0.4,train,WNEG
video_0025,51,-0.2,train,WNEG
video_0025,52,-0.6,train,WNEG
video_0025,53,0,train,NEUT
video_0025,54,-1,train,SNEG
video_0025,55,1,train,SPOS
video_0026,1,-1,train,SNEG
video_0026,2,-1,train,SNEG
video_0026,3,-0.4,train,WNEG
video_0026,4,-1,train,SNEG
video_0026,5,0.2,train,WPOS
video_0026,6,-0.4,train,WNEG
video_0026,7,-1,train,SNEG
video_0026,8,-1,train,SNEG
video_0026,9,-1,train,SNEG
video_0026,10,-1,train,SNEG
video_0026,11,-1,train,SNEG
